paper_id,paper_year,paper_title,claude_formula,claude_tc,claude_pressure_class,claude_pressure_gpa,claude_family,sclib_formula,sclib_tc,sclib_pressure_class,sclib_pressure_gpa,sclib_family,formula_similarity,formula_match,tc_delta,tc_match,pressure_class_match,family_match,notes
arxiv:cond-mat/0501575,2005,New class of T-prime-structure cuprate superconductors,La2-xBaxCuO4,,ambient,0.0,cuprate,La2-xBaxCuO4,,ambient,0.0,cuprate,1.0,True,,True,True,True,
arxiv:cond-mat/0501575,2005,New class of T-prime-structure cuprate superconductors,La2CuO4,,ambient,0.0,cuprate,La2-xBaxCuO4,,ambient,0.0,cuprate,0.7368,False,,True,True,True,formula similarity 0.74 below threshold
arxiv:cond-mat/0501575,2005,New class of T-prime-structure cuprate superconductors,La2-xCexCuO4+y,,ambient,0.0,cuprate,La2-xCexCuO4+y,,ambient,0.0,cuprate,1.0,True,,True,True,True,
arxiv:cond-mat/0501575,2005,New class of T-prime-structure cuprate superconductors,La2-xYxCuO4,21.0,ambient,0.0,cuprate,La2-xBaxCuO4,,ambient,0.0,cuprate,0.8696,True,,False,True,True,tc disagreement
arxiv:cond-mat/0501575,2005,New class of T-prime-structure cuprate superconductors,La2-xLuxCuO4,21.0,ambient,0.0,cuprate,La2-xBaxCuO4,,ambient,0.0,cuprate,0.8333,True,,False,True,True,tc disagreement
arxiv:cond-mat/0501575,2005,New class of T-prime-structure cuprate superconductors,La2-xSmxCuO4,21.0,ambient,0.0,cuprate,La2-xBaxCuO4,,ambient,0.0,cuprate,0.8333,True,,False,True,True,tc disagreement
arxiv:cond-mat/0501575,2005,New class of T-prime-structure cuprate superconductors,La2-xEuxCuO4,21.0,ambient,0.0,cuprate,La2-xRExCuO4,21.0,ambient,0.0,cuprate,0.9167,True,0.0,True,True,True,
arxiv:cond-mat/0501575,2005,New class of T-prime-structure cuprate superconductors,La2-xGdxCuO4,21.0,ambient,0.0,cuprate,La2-xBaxCuO4,,ambient,0.0,cuprate,0.8333,True,,False,True,True,tc disagreement
arxiv:cond-mat/0501575,2005,New class of T-prime-structure cuprate superconductors,La2-xTbxCuO4,21.0,ambient,0.0,cuprate,La2-xBaxCuO4,,ambient,0.0,cuprate,0.9167,True,,False,True,True,tc disagreement
arxiv:1402.0436,2014,"The Effect of Magnetic Fields, Temperature and Current on the Resistivity of Bi-2223 High Temperature Superconductors",Bi2Sr2Ca2Cu3O10-x,110.0,ambient,0.0,cuprate,Bi2Sr2Ca2Cu3O10-x,110.0,unknown,,cuprate,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:1109.5511,2011,Highly anisotropic anomaly in the dispersion of the copper-oxygen bond-bending phonon in superconducting YBa2Cu3O7 from inelastic neutron scattering,YBa2Cu3O7,,ambient,0.0,cuprate,YBa2Cu3O7,90.0,unknown,,cuprate,1.0,True,,False,False,True,tc disagreement; pressure class disagreement
